Ano;Mês;Código do Regulado - ANP;Agente Regulado;Região da Coleta;UF da Coleta;Volume Coletado(L)
2015;10;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;CO;GO;10069
2015;10;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;CO;MT;22000
2015;10;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;N ;AM;45000
2015;10;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;BA;56880
2015;10;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;PR;95546
2015;10;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;SC;168795
2015;10;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;MG;104440
2015;10;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;RJ;45000
2015;10;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;SP;548327
2015;10;3002581865;WJ LUBRIFICANTES LTDA - EPP;CO;MS;39759
2015;10;3002581865;WJ LUBRIFICANTES LTDA - EPP;S ;PR;118839
2015;10;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;MG;4156
2015;10;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;SP;384051
2015;10;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;RS;80660
2015;10;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;MG;130850
2015;10;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;SP;987860
2015;10;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;AM;144853
2015;10;3007769414;ECOLUC LUBRIFICANTES LTDA.;CO;MT;1300
2015;10;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;BA;400
2015;10;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;RS;1440
2015;10;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;SC;29640
2015;10;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;ES;400
2015;10;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;MG;1500
2015;10;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;SP;428941
2015;10;3008310300;T.R.O. TRATAMENTO E RECICLAGEM DE OLEOS, INDUSTRIA E COMERCIO LTDA;SE;SP;62478
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;GO;169493
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MS;12800
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MT;136194
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;PA;317030
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;TO;16050
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;AL;3600
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;BA;210006
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;CE;42001
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;MA;81680
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PB;3173
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PE;14930
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PI;2350
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;SE;129505
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;ES;220696
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;MG;1081839
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;RJ;846540
2015;10;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;SP;38200
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;GO;19034
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;MS;2200
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;MT;27546
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;AL;20500
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;BA;80850
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;PB;49621
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;PE;300
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;PR;361512
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;RS;223331
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;SC;404129
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;ES;39674
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;MG;310353
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;RJ;366496
2015;10;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;SP;1319675
2015;10;3028726412;TASA LUBRIFICANTES LTDA;CO;DF;227550
2015;10;3028726412;TASA LUBRIFICANTES LTDA;CO;GO;52390
2015;10;3028726412;TASA LUBRIFICANTES LTDA;NE;BA;29129
2015;10;3028726412;TASA LUBRIFICANTES LTDA;NE;PI;1700
2015;10;3028726412;TASA LUBRIFICANTES LTDA;S ;RS;200
2015;10;3028726412;TASA LUBRIFICANTES LTDA;SE;ES;68300
2015;10;3028726412;TASA LUBRIFICANTES LTDA;SE;MG;483159
2015;10;3028726412;TASA LUBRIFICANTES LTDA;SE;RJ;924393
2015;10;3028726412;TASA LUBRIFICANTES LTDA;SE;SP;1238947
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;DF;122950
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;GO;376950
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MS;586301
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MT;577933
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AC;26055
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AP;35350
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;PA;612372
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;RO;144023
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;TO;65870
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;AL;75310
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;BA;673893
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;CE;199211
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;MA;168740
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PB;103330
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PE;338357
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PI;72420
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;RN;103370
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;SE;72710
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;PR;1269560
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;RS;653985
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;SC;563853
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;ES;287692
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;MG;1080850
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;RJ;1531325
2015;10;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;SP;4065527
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;DF;5030
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;GO;9920
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;N ;TO;11800
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;AL;241076
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;BA;294880
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;CE;77360
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;MA;56520
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PB;95245
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PE;303989
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PI;37300
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;RN;117700
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;SE;57810
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;PR;205852
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;SC;4600
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;ES;111109
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;MG;274920
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;RJ;20930
2015;10;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;SP;784615
2015;10;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;MG;45000
2015;10;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;SP;361518
2015;10;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;CO;MS;24200
2015;10;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;S ;PR;51490
2015;10;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;MG;18260
2015;10;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;SP;1319935
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;CO;DF;103900
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;CO;GO;498100
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;CO;MS;111600
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;N ;AM;75600
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;N ;AP;5400
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;N ;PA;301200
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;N ;RR;6100
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;NE;AL;16000
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;NE;MA;44100
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;NE;PE;3200
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;NE;PI;2400
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;S ;PR;28400
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;S ;RS;5600
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;S ;SC;11100
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;SE;ES;133700
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;SE;MG;860200
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;SE;RJ;349300
2015;10;3059723874;LUBRIFICANTES FENIX LTDA;SE;SP;1172600
2015;10;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;ES;3850
2015;10;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;MG;12080
2015;10;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;RJ;4080
2015;10;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;SP;53700
2015;10;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;AM;930277
2015;10;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;RR;29580
2015;10;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;CO;MS;36840
2015;10;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;NE;BA;1050
2015;10;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;NE;CE;200
2015;10;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;PR;485580
2015;10;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;RS;1278384
2015;10;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;SC;343490
2015;10;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;SE;SP;30930
2015;10;9903122996;MOLECULAR BRASIL LTDA.;SE;RJ;16400
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;CO;GO;26700
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;N ;AM;29700
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;N ;PA;7598
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;BA;45000
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;PR;253400
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;SC;56780
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;ES;45000
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;MG;113740
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;RJ;185839
2015;11;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;SP;327551
2015;11;3002581865;WJ LUBRIFICANTES LTDA - EPP;CO;MS;20400
2015;11;3002581865;WJ LUBRIFICANTES LTDA - EPP;NE;BA;800
2015;11;3002581865;WJ LUBRIFICANTES LTDA - EPP;S ;PR;112937
2015;11;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;SP;304226
2015;11;3005276147;RS LUBRIFICANTES EIRELI - ME;CO;GO;90000
2015;11;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;RS;24380
2015;11;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;SP;759085
2015;11;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;AM;137432
2015;11;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;NE;PB;7421
2015;11;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;BA;103027
2015;11;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;PE;10530
2015;11;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;SE;14750
2015;11;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;RS;104960
2015;11;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;SC;55130
2015;11;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;ES;19500
2015;11;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;MG;1800
2015;11;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;RJ;5650
2015;11;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;SP;435560
2015;11;3008310300;T.R.O. TRATAMENTO E RECICLAGEM DE OLEOS, INDUSTRIA E COMERCIO LTDA;SE;SP;44310
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;DF;2000
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;GO;201973
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MS;1000
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MT;149800
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;PA;279387
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;TO;23400
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;AL;4100
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;BA;168086
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;CE;32903
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;MA;101400
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PB;20850
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PE;8200
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PI;5800
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;SE;119662
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;S ;SC;1500
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;ES;243378
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;MG;1069153
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;RJ;835812
2015;11;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;SP;69000
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;GO;47240
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;MS;2760
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;MT;3570
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;N ;TO;18200
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;AL;23200
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;BA;80500
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;PB;40930
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;PE;2300
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;RN;21400
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;PR;275878
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;RS;246177
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;SC;95178
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;ES;30555
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;MG;345542
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;RJ;262338
2015;11;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;SP;1162903
2015;11;3028726412;TASA LUBRIFICANTES LTDA;CO;DF;433320
2015;11;3028726412;TASA LUBRIFICANTES LTDA;CO;GO;88880
2015;11;3028726412;TASA LUBRIFICANTES LTDA;NE;BA;15860
2015;11;3028726412;TASA LUBRIFICANTES LTDA;S ;PR;2300
2015;11;3028726412;TASA LUBRIFICANTES LTDA;S ;RS;1600
2015;11;3028726412;TASA LUBRIFICANTES LTDA;S ;SC;19990
2015;11;3028726412;TASA LUBRIFICANTES LTDA;SE;ES;117520
2015;11;3028726412;TASA LUBRIFICANTES LTDA;SE;MG;437721
2015;11;3028726412;TASA LUBRIFICANTES LTDA;SE;RJ;873458
2015;11;3028726412;TASA LUBRIFICANTES LTDA;SE;SP;530229
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;DF;95220
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;GO;314700
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MS;497475
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MT;405709
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AC;14900
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AP;67900
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;PA;478721
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;RO;129241
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;TO;54400
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;AL;67385
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;BA;511195
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;CE;237642
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;MA;96340
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PB;116040
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PE;242678
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PI;72380
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;RN;132272
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;SE;48030
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;PR;1083793
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;RS;515016
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;SC;551025
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;ES;201345
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;MG;786215
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;RJ;1307611
2015;11;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;SP;2808808
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;DF;3600
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;GO;28900
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;N ;TO;16620
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;AL;188395
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;BA;224040
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;CE;63050
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;MA;31460
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PB;79265
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PE;253060
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PI;67510
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;RN;71100
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;SE;40160
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;PR;183217
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;RS;200
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;SC;2900
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;ES;87991
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;MG;230950
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;RJ;12000
2015;11;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;SP;680554
2015;11;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;MG;30000
2015;11;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;RJ;3970
2015;11;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;SP;175306
2015;11;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;CO;MS;5900
2015;11;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;S ;PR;57000
2015;11;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;MG;6000
2015;11;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;SP;1261091
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;CO;DF;123800
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;CO;GO;364900
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;CO;MS;110500
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;CO;MT;31200
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;N ;AC;1200
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;N ;AM;72400
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;N ;PA;266100
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;NE;CE;40200
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;NE;PI;3200
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;NE;RN;2200
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;S ;PR;22300
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;S ;RS;7300
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;SE;ES;128100
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;SE;MG;701300
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;SE;RJ;229900
2015;11;3059723874;LUBRIFICANTES FENIX LTDA;SE;SP;1108700
2015;11;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;S ;PR;22030
2015;11;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;RJ;11185
2015;11;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;SP;33037
2015;11;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;AM;742025
2015;11;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;RR;34780
2015;11;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;CO;MS;35670
2015;11;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;NE;PB;560
2015;11;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;NE;RN;200
2015;11;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;PR;298320
2015;11;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;RS;1270082
2015;11;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;SC;303090
2015;11;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;SE;MG;200
2015;11;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;SE;SP;11980
2015;11;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;CO;MS;1120
2015;11;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;CO;MT;1050
2015;11;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;PR;212030
2015;11;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;RS;23280
2015;11;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;SC;398880
2015;11;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;SE;SP;8500
2015;11;9903122996;MOLECULAR BRASIL LTDA.;SE;RJ;29370
