Ano;Mês;Código do Regulado - ANP;Agente Regulado;Região da Coleta;UF da Coleta;Volume Coletado(L)
2016;3;3028726412;TASA LUBRIFICANTES LTDA;SE;ES;248670
2016;3;3028726412;TASA LUBRIFICANTES LTDA;SE;MG;596651
2016;3;3028726412;TASA LUBRIFICANTES LTDA;SE;RJ;1266463
2016;3;3028726412;TASA LUBRIFICANTES LTDA;SE;SP;568344
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;DF;100961
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;GO;354703
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MS;490957
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MT;552331
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AC;27639
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;PA;431427
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;RO;123950
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;TO;48719
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;AL;75180
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;BA;675601
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;CE;238337
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;MA;105640
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PB;102300
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PE;340294
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PI;100060
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;RN;154990
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;SE;56930
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;PR;1290388
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;RS;635841
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;SC;630462
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;ES;190021
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;MG;906323
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;RJ;1399438
2016;3;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;SP;3003512
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;DF;2200
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;GO;17400
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;N ;TO;11250
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;AL;318730
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;BA;240665
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;CE;83095
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;MA;52060
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PB;98160
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PE;260230
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PI;32180
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;RN;106100
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;SE;48510
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;PR;266258
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;RS;2300
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;SC;15730
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;ES;143556
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;MG;340830
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;RJ;24895
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;SP;744829
2016;3;3050045897;BRAZÃO LUBRIFICANTES LTDA;NE;MA;35000
2016;3;3050045897;BRAZÃO LUBRIFICANTES LTDA;S ;PR;8600
2016;3;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;MG;24740
2016;3;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;SP;225930
2016;3;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;CO;MS;5260
2016;3;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;S ;PR;51760
2016;3;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;MG;5000
2016;3;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;SP;849942
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;CO;DF;44200
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;CO;GO;348800
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;N ;PA;110400
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;N ;RO;67600
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;S ;PR;48500
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;S ;RS;142100
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;S ;SC;32200
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;SE;ES;148300
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;SE;MG;798200
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;SE;RJ;321900
2016;3;3059723874;LUBRIFICANTES FENIX LTDA;SE;SP;1018600
2016;3;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;S ;PR;10000
2016;3;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;ES;1800
2016;3;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;RJ;1000
2016;3;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;SP;64394
2016;3;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;AM;895635
2016;3;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;RR;27060
2016;3;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;CO;MS;9660
2016;3;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;N ;TO;300
2016;3;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;NE;PI;1600
2016;3;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;PR;359830
2016;3;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;RS;1297105
2016;3;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;SC;377340
2016;3;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;SE;RJ;800
2016;3;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;SE;SP;200
2016;3;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;PR;310150
2016;3;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;RS;13950
2016;3;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;SC;743376
2016;3;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;SE;SP;79370
2016;3;9903122996;MOLECULAR BRASIL LTDA.;SE;RJ;19500
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;N ;PA;5895
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;BA;3863
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;PB;5527
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;PE;4019
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;SE;45171
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;PR;110655
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;RS;31265
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;SC;253028
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;MG;20040
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;RJ;15000
2016;4;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;SP;1048330
2016;4;3002581865;WJ LUBRIFICANTES LTDA - EPP;CO;MS;39378
2016;4;3002581865;WJ LUBRIFICANTES LTDA - EPP;S ;PR;118710
2016;4;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;MG;5200
2016;4;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;SP;352932
2016;4;3005276147;RS LUBRIFICANTES EIRELI - ME;CO;GO;270560
2016;4;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;PR;105910
2016;4;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;RS;66040
2016;4;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;SC;24800
2016;4;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;MG;102500
2016;4;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;SP;542283
2016;4;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;AM;145966
2016;4;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;RR;13880
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;CO;GO;9900
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;BA;84319
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;PB;11900
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;PE;137378
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;PI;200
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;RN;11700
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;SE;8600
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;PR;60223
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;RS;186229
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;SC;48850
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;ES;21920
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;MG;1600
2016;4;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;SP;484040
2016;4;3008310300;T.R.O. TRATAMENTO E RECICLAGEM DE OLEOS, INDUSTRIA E COMERCIO LTDA;SE;SP;177185
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;DF;1400
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;GO;422210
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MS;17876
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MT;150070
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;PA;385534
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;TO;15800
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;AL;2400
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;BA;224722
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;CE;58518
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;MA;171650
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PB;19250
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PE;13730
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PI;1100
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;SE;99940
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;ES;168255
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;MG;1172902
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;RJ;829400
2016;4;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;SP;76680
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;GO;50200
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;AL;51300
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;BA;81400
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;PB;53584
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;PE;3150
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;PR;225560
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;RS;193311
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;SC;82740
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;MG;254384
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;RJ;141700
2016;4;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;SP;872601
2016;4;3028726412;TASA LUBRIFICANTES LTDA;CO;DF;243951
2016;4;3028726412;TASA LUBRIFICANTES LTDA;CO;GO;202300
2016;4;3028726412;TASA LUBRIFICANTES LTDA;N ;TO;100
2016;4;3028726412;TASA LUBRIFICANTES LTDA;NE;BA;57210
2016;4;3028726412;TASA LUBRIFICANTES LTDA;NE;CE;700
2016;4;3028726412;TASA LUBRIFICANTES LTDA;NE;PB;400
2016;4;3028726412;TASA LUBRIFICANTES LTDA;NE;PE;1350
2016;4;3028726412;TASA LUBRIFICANTES LTDA;NE;SE;3100
2016;4;3028726412;TASA LUBRIFICANTES LTDA;S ;PR;3660
2016;4;3028726412;TASA LUBRIFICANTES LTDA;S ;SC;800
2016;4;3028726412;TASA LUBRIFICANTES LTDA;SE;ES;67500
2016;4;3028726412;TASA LUBRIFICANTES LTDA;SE;MG;411145
2016;4;3028726412;TASA LUBRIFICANTES LTDA;SE;RJ;787664
2016;4;3028726412;TASA LUBRIFICANTES LTDA;SE;SP;735295
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;DF;123052
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;GO;330095
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MS;499235
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MT;538774
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AC;12710
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AP;68500
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;PA;464557
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;RO;155906
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;TO;59030
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;AL;63480
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;BA;655420
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;CE;257658
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;MA;78970
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PB;112069
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PE;317561
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PI;84980
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;RN;103289
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;SE;44800
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;PR;1138928
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;RS;579224
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;SC;512850
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;ES;200137
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;MG;755015
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;RJ;2279800
2016;4;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;SP;2720045
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;DF;2850
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;GO;40435
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;N ;TO;24450
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;AL;260497
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;BA;293956
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;CE;68310
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;MA;28540
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PB;62633
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PE;131385
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PI;48469
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;RN;91200
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;SE;53600
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;PR;271655
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;SC;41380
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;ES;126468
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;MG;336680
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;RJ;30720
2016;4;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;SP;824866
2016;4;3050045897;BRAZÃO LUBRIFICANTES LTDA;CO;GO;6600
2016;4;3050045897;BRAZÃO LUBRIFICANTES LTDA;NE;MA;40000
2016;4;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;MG;13360
2016;4;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;SP;203400
2016;4;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;CO;MS;4400
2016;4;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;S ;PR;50200
2016;4;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;MG;48402
2016;4;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;SP;1095142
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;CO;DF;31400
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;CO;GO;331900
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;CO;MT;31700
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;N ;AC;1400
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;N ;AM;51300
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;N ;AP;4900
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;N ;PA;184900
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;N ;RO;22200
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;N ;RR;4300
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;S ;PR;32400
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;S ;RS;148300
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;SE;ES;163600
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;SE;MG;542500
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;SE;RJ;352100
2016;4;3059723874;LUBRIFICANTES FENIX LTDA;SE;SP;1010900
2016;4;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;CO;MS;1000
2016;4;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;S ;PR;7000
2016;4;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;RJ;1200
2016;4;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;SP;87424
2016;4;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;AM;874851
2016;4;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;RR;27050
2016;4;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;CO;MS;10000
2016;4;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;NE;BA;3700
2016;4;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;NE;PE;300
2016;4;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;NE;PI;200
2016;4;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;PR;271110
2016;4;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;RS;1013848
2016;4;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;S ;SC;313330
2016;4;3092678432;AIVA LUBRIFICANTES E SOLUÇÕES AMBIENTAIS LTDA;SE;RJ;1900
2016;4;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;CO;MS;1000
2016;4;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;CO;MT;900
2016;4;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;PR;307730
2016;4;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;RS;700
2016;4;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;SC;605670
2016;4;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;SE;MG;2160
2016;4;9903122996;MOLECULAR BRASIL LTDA.;SE;RJ;13100
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;CO;DF;45000
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;CO;GO;5755
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;N ;RO;64200
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;N ;TO;1900
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;SE;90000
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;PR;83800
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;RS;90000
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;SC;277982
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;MG;23510
2016;5;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;SP;1087320
2016;5;3002581865;WJ LUBRIFICANTES LTDA - EPP;CO;MS;45930
2016;5;3002581865;WJ LUBRIFICANTES LTDA - EPP;S ;PR;146189
2016;5;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;MG;2550
2016;5;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;SP;347168
2016;5;3005276147;RS LUBRIFICANTES EIRELI - ME;CO;GO;288970
2016;5;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;PR;73130
2016;5;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;RS;300
2016;5;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;MG;98920
2016;5;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;SP;598551
2016;5;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;AM;191108
2016;5;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;RR;30000
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;CO;GO;8100
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;BA;123987
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;PB;13800
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;PE;118930
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;RN;9500
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;NE;SE;12800
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;PR;77490
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;RS;181709
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;S ;SC;39550
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;ES;22800
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;MG;1800
2016;5;3007769414;ECOLUC LUBRIFICANTES LTDA.;SE;SP;482458
2016;5;3008310300;T.R.O. TRATAMENTO E RECICLAGEM DE OLEOS, INDUSTRIA E COMERCIO LTDA;SE;SP;114730
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;DF;2350
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;GO;412971
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MS;6450
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MT;163745
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;PA;253867
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;RO;1000
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;TO;22600
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;AL;2700
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;BA;198197
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;CE;60400
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;MA;104500
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PB;14400
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PE;21540
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PI;2800
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;RN;3500
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;SE;99691
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;ES;200858
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;MG;1265831
2016;5;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;RJ;820730
