Ano;Mês;Código do Produto;Descrição do Produto;Região do Produtor;UF do Produtor;Código da Operação;Descrição da Operação;Volume(L)
2017;4;620501001;CICLO OTTO;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;25702021
2017;4;620501001;CICLO OTTO;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;3803672
2017;4;620501001;CICLO OTTO;SUL;PR;1021004;PRODUÇÃO POR MISTURA;417325
2017;4;620501001;CICLO OTTO;SUL;RS;1021004;PRODUÇÃO POR MISTURA;200
2017;4;620501002;CICLO DIESEL;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;44116
2017;4;620501002;CICLO DIESEL;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;78651
2017;4;620501002;CICLO DIESEL;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;28620
2017;4;620501002;CICLO DIESEL;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;2031676
2017;4;620501002;CICLO DIESEL;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;19983402
2017;4;620501002;CICLO DIESEL;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1793128
2017;4;620501002;CICLO DIESEL;SUL;PR;1021004;PRODUÇÃO POR MISTURA;122634
2017;4;620501002;CICLO DIESEL;SUL;RS;1021004;PRODUÇÃO POR MISTURA;3060
2017;4;620502001;MOTORES 2 TEMPOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;400
2017;4;620502001;MOTORES 2 TEMPOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;6024
2017;4;620502001;MOTORES 2 TEMPOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1225183
2017;4;620502001;MOTORES 2 TEMPOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;68224
2017;4;620502001;MOTORES 2 TEMPOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;16172
2017;4;620502001;MOTORES 2 TEMPOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;3548
2017;4;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;150092
2017;4;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;35380
2017;4;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;2788264
2017;4;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;20140856
2017;4;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;2359545
2017;4;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;433981
2017;4;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;33681
2017;4;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;9976
2017;4;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;5000
2017;4;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;35832
2017;4;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;188600
2017;4;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;1151489
2017;4;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;10485362
2017;4;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;8795830
2017;4;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;353068
2017;4;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;137132
2017;5;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;62540
2017;5;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;81788
2017;5;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;3811807
2017;5;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1122481
2017;5;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;15501
2017;5;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;72507
2017;5;620101004;ISOLANTE TIPO A;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;2260
2017;5;620101004;ISOLANTE TIPO A;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;3534297
2017;5;620101004;ISOLANTE TIPO A;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;144392
2017;5;620101005;ISOLANTE TIPO B;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;141706
2017;5;620301001;ÓLEOS LUBRIFICANTES MARÍTIMOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;2183803
2017;5;620301001;ÓLEOS LUBRIFICANTES MARÍTIMOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;219064
2017;5;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;25600
2017;5;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1847954
2017;5;620501001;CICLO OTTO;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;74693
2017;5;620501001;CICLO OTTO;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;1040
2017;5;620501001;CICLO OTTO;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;244540
2017;5;620501001;CICLO OTTO;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;35040
2017;5;620501001;CICLO OTTO;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;4452200
2017;5;620501001;CICLO OTTO;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;29102532
2017;5;620501001;CICLO OTTO;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;4877176
2017;5;620501001;CICLO OTTO;SUL;PR;1021004;PRODUÇÃO POR MISTURA;551866
2017;5;620501001;CICLO OTTO;SUL;RS;1021004;PRODUÇÃO POR MISTURA;1
2017;5;620501002;CICLO DIESEL;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;23872
2017;5;620501002;CICLO DIESEL;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;7912
2017;5;620501002;CICLO DIESEL;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;85072
2017;5;620501002;CICLO DIESEL;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;66180
2017;5;620501002;CICLO DIESEL;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;2907465
2017;5;620501002;CICLO DIESEL;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;24563228
2017;5;620501002;CICLO DIESEL;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1932987
2017;5;620501002;CICLO DIESEL;SUL;PR;1021004;PRODUÇÃO POR MISTURA;152949
2017;5;620501002;CICLO DIESEL;SUL;RS;1021004;PRODUÇÃO POR MISTURA;11400
2017;5;620502001;MOTORES 2 TEMPOS;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;984
2017;5;620502001;MOTORES 2 TEMPOS;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;3732
2017;5;620502001;MOTORES 2 TEMPOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;22032
2017;5;620502001;MOTORES 2 TEMPOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1300445
2017;5;620502001;MOTORES 2 TEMPOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;88829
2017;5;620502001;MOTORES 2 TEMPOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;25743
2017;5;620502001;MOTORES 2 TEMPOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;1611
2017;5;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;186537
2017;5;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;NORDESTE;MA;1021004;PRODUÇÃO POR MISTURA;156
2017;5;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;43940
2017;5;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;3732616
2017;5;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;21824756
2017;5;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;3014147
2017;5;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;437719
2017;5;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;48854
2017;5;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;6600
2017;5;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;19836
2017;5;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;39265
2017;5;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;205100
2017;5;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;1439484
2017;5;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;8499610
2017;5;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;8699166
2017;5;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;275638
2017;5;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;233899
2017;6;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;62679
2017;6;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;80121
2017;6;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;3042882
2017;6;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1062426
2017;6;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;120
2017;6;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;30189
2017;6;620101004;ISOLANTE TIPO A;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;8920
2017;6;620101004;ISOLANTE TIPO A;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1436000
2017;6;620101004;ISOLANTE TIPO A;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;212119
2017;6;620101005;ISOLANTE TIPO B;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;154152
2017;6;620301001;ÓLEOS LUBRIFICANTES MARÍTIMOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;2261114
2017;6;620301001;ÓLEOS LUBRIFICANTES MARÍTIMOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1485
2017;6;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;24000
2017;6;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1210072
2017;6;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;200
2017;6;620501001;CICLO OTTO;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;49329
2017;6;620501001;CICLO OTTO;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;3944
2017;6;620501001;CICLO OTTO;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;225969
2017;6;620501001;CICLO OTTO;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;66792
2017;6;620501001;CICLO OTTO;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;4608641
2017;6;620501001;CICLO OTTO;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;29182465
2017;6;620501001;CICLO OTTO;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;4494003
2017;6;620501001;CICLO OTTO;SUL;PR;1021004;PRODUÇÃO POR MISTURA;495590
2017;6;620501001;CICLO OTTO;SUL;RS;1021004;PRODUÇÃO POR MISTURA;6482
2017;6;620501002;CICLO DIESEL;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;19393
2017;6;620501002;CICLO DIESEL;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;2000
2017;6;620501002;CICLO DIESEL;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;95512
2017;6;620501002;CICLO DIESEL;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;52340
2017;6;620501002;CICLO DIESEL;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;2605075
2017;6;620501002;CICLO DIESEL;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;19431114
2017;6;620501002;CICLO DIESEL;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1582208
2017;6;620501002;CICLO DIESEL;SUL;PR;1021004;PRODUÇÃO POR MISTURA;207760
2017;6;620501002;CICLO DIESEL;SUL;RS;1021004;PRODUÇÃO POR MISTURA;3500
2017;6;620502001;MOTORES 2 TEMPOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;21852
2017;6;620502001;MOTORES 2 TEMPOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1073229
2017;6;620502001;MOTORES 2 TEMPOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;39953
2017;6;620502001;MOTORES 2 TEMPOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;117
2017;6;620502001;MOTORES 2 TEMPOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;651
2017;6;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;222124
2017;6;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;47984
2017;6;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;4033841
2017;6;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;21200884
2017;6;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;3227506
2017;6;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;336027
2017;6;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;40888
2017;6;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;8060
2017;6;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;5240
2017;6;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;62012
2017;6;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;238450
2017;6;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;1682960
2017;6;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;6834983
2017;6;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;5808909
2017;6;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;245105
2017;6;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;165003
2017;7;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;96956
2017;7;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;100184
2017;7;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;3724031
2017;7;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1044134
2017;7;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;14378
2017;7;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;123250
2017;7;620101004;ISOLANTE TIPO A;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;920
2017;7;620101004;ISOLANTE TIPO A;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1395010
2017;7;620101004;ISOLANTE TIPO A;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;198818
2017;7;620101005;ISOLANTE TIPO B;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;431703
2017;7;620301001;ÓLEOS LUBRIFICANTES MARÍTIMOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1849468
2017;7;620301001;ÓLEOS LUBRIFICANTES MARÍTIMOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1100
2017;7;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1221594
2017;7;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;8336
2017;7;620501001;CICLO OTTO;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;44753
2017;7;620501001;CICLO OTTO;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;9440
2017;7;620501001;CICLO OTTO;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;234918
2017;7;620501001;CICLO OTTO;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;58464
2017;7;620501001;CICLO OTTO;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;3675690
2017;7;620501001;CICLO OTTO;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;27278008
2017;7;620501001;CICLO OTTO;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;5371520
2017;7;620501001;CICLO OTTO;SUL;PR;1021004;PRODUÇÃO POR MISTURA;539210
2017;7;620501002;CICLO DIESEL;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;9708
2017;7;620501002;CICLO DIESEL;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;3040
2017;7;620501002;CICLO DIESEL;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;104064
2017;7;620501002;CICLO DIESEL;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;57224
2017;7;620501002;CICLO DIESEL;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;2528377
2017;7;620501002;CICLO DIESEL;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;21733845
2017;7;620501002;CICLO DIESEL;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1794535
2017;7;620501002;CICLO DIESEL;SUL;PR;1021004;PRODUÇÃO POR MISTURA;157489
2017;7;620501002;CICLO DIESEL;SUL;RS;1021004;PRODUÇÃO POR MISTURA;13300
2017;7;620502001;MOTORES 2 TEMPOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;42216
2017;7;620502001;MOTORES 2 TEMPOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1137198
2017;7;620502001;MOTORES 2 TEMPOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;469598
2017;7;620502001;MOTORES 2 TEMPOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;538
2017;7;620502001;MOTORES 2 TEMPOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;720
2017;7;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;78730
2017;7;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;65480
2017;7;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;3740025
2017;7;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;24520658
2017;7;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;3155457
2017;7;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;397059
2017;7;620503001;TRANSMISSÕES E SISTEMAS HIDRÁULICOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;43615
2017;7;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;12480
2017;7;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;9860
2017;7;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;36411
2017;7;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;214500
2017;7;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;1327090
2017;7;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;9891286
2017;7;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;8488994
2017;7;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;234072
2017;7;620601004;OUTROS ÓLEOS LUBRIFICANTES ACABADOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;202937
2017;8;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;25901
2017;8;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;127709
2017;8;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;4426459
2017;8;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;1061428
2017;8;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUL;PR;1021004;PRODUÇÃO POR MISTURA;9534
2017;8;620101002;ENGRENAGENS E SISTEMAS CIRCULATÓRIOS;SUL;RS;1021004;PRODUÇÃO POR MISTURA;84185
2017;8;620101004;ISOLANTE TIPO A;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;1600
2017;8;620101004;ISOLANTE TIPO A;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1139187
2017;8;620101004;ISOLANTE TIPO A;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;182001
2017;8;620101005;ISOLANTE TIPO B;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;277218
2017;8;620201001;ÓLEOS LUBRIFICANTES PARA AVIAÇÃO;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;208
2017;8;620301001;ÓLEOS LUBRIFICANTES MARÍTIMOS;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;2000
2017;8;620301001;ÓLEOS LUBRIFICANTES MARÍTIMOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;3427826
2017;8;620301001;ÓLEOS LUBRIFICANTES MARÍTIMOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;33930
2017;8;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;24000
2017;8;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;1252242
2017;8;620401001;ÓLEOS LUBRIFICANTES FERROVIÁRIOS;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;54144
2017;8;620501001;CICLO OTTO;CENTRO OESTE;MS;1021004;PRODUÇÃO POR MISTURA;41446
2017;8;620501001;CICLO OTTO;CENTRO OESTE;MT;1021004;PRODUÇÃO POR MISTURA;5184
2017;8;620501001;CICLO OTTO;NORDESTE;BA;1021004;PRODUÇÃO POR MISTURA;265992
2017;8;620501001;CICLO OTTO;NORTE;AM;1021004;PRODUÇÃO POR MISTURA;53304
2017;8;620501001;CICLO OTTO;SUDESTE;MG;1021004;PRODUÇÃO POR MISTURA;3647990
2017;8;620501001;CICLO OTTO;SUDESTE;RJ;1021004;PRODUÇÃO POR MISTURA;28872744
2017;8;620501001;CICLO OTTO;SUDESTE;SP;1021004;PRODUÇÃO POR MISTURA;6633742
2017;8;620501001;CICLO OTTO;SUL;PR;1021004;PRODUÇÃO POR MISTURA;653172
